,MonthPE,Date,Daily_Temp,Daily_Precip,Daily_Humidity,Daily_Pressure,Daily_WindDir,Daily_WindSpeed,Daily_DNI,Daily_DHI,Daily_radiation
2021-07-27,7,2021-07-27,23.62666666666667,19.32,67.53333333333333,1001.3733333333333,196.53333333333333,3.9266666666666667,562.8666666666667,105.4,530.0
2021-07-28,7,2021-07-28,24.639999999999997,22.713333333333328,70.8,1000.9666666666667,308.06666666666666,3.386666666666666,427.46666666666664,141.73333333333332,473.4
2021-07-29,7,2021-07-29,24.826666666666664,27.713333333333335,67.26666666666667,1003.4266666666667,283.4,3.1466666666666665,230.73333333333332,244.0,428.53333333333336
2021-07-30,7,2021-07-30,24.480000000000004,28.253333333333334,66.66666666666667,1005.4466666666666,214.4,3.9066666666666667,205.06666666666666,223.53333333333333,398.46666666666664
2021-07-31,7,2021-07-31,22.56666666666667,23.019999999999996,65.73333333333333,1008.4266666666667,5.133333333333334,5.320000000000001,235.8,251.93333333333334,420.26666666666665
2021-08-01,8,2021-08-01,21.900000000000002,16.206666666666667,60.4,1007.6666666666666,154.13333333333333,4.786666666666666,593.9333333333333,112.4,526.0666666666667
2021-08-02,8,2021-08-02,22.486666666666668,21.75333333333333,68.86666666666666,1004.9466666666667,194.0,3.7599999999999993,244.6,258.1333333333333,423.93333333333334
2021-08-03,8,2021-08-03,23.120000000000005,19.339999999999996,66.06666666666666,1004.9666666666667,254.26666666666668,3.42,595.0666666666667,95.73333333333333,527.1333333333333
2021-08-04,8,2021-08-04,24.206666666666667,20.100000000000005,66.2,1006.9266666666667,232.46666666666667,3.526666666666667,573.0,105.53333333333333,518.6666666666666
2021-08-05,8,2021-08-05,24.3,21.406666666666663,68.8,1006.16,263.93333333333334,3.3733333333333335,419.8666666666667,181.46666666666667,473.46666666666664
2021-08-06,8,2021-08-06,23.693333333333335,19.553333333333335,68.6,1003.4933333333335,317.8666666666667,3.3866666666666663,437.73333333333335,132.13333333333333,482.1333333333333
